what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913178281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.print",1371913178328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913180468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913189937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913189937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913190062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913375031
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371913383562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371913428359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913431718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913434625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913504703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913505281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913505390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913505406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913512875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913514171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913514171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913514296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913522078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913546281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371913550625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913558406
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371913560187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371913581031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913583687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913583687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913583812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913669640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913672062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913683859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371913694531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913700031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913712546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371913716578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913722046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913741234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913750984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913751031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913761937
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1371913762156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913765390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913767671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913769109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913800453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913814906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913819140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913819187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913819515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913822203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913823406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371913937546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371913959484
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371913971265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914021062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914059125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371914071953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371914098593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914102781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1371914105281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1371914107531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914112484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914112484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914112578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914238500
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371914258484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914266171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914267703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914267718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914267843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914383625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371914388812
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1371914487578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914487656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914487671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914518031
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371914519531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371914522140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914524140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914536218
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371914538718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371914552531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371914554984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914560984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914578578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371914586453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1371914587937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914589671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914589671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914589750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914748265
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371914762937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371914779265
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371914796000
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1371914796359
